date,year,season,location,sampleID,sampleID.prefix,microhabitat,depth,per_sediment,per_rock,per_organic,dateTime.UTC,lat,long,alt,pH,wTemp,DO,light,flow,turb,cond
2021-06-11,2021,Summer,Downstream,03DRSU21.DM,03DRSU21,DM,15.25,37.5,57.5,5,2021-06-11T18:20:00Z,42.31511,-72.64113499999999,66,7.345,20.55,9.32,349.5,0.0815,9.1,152.7
2021-06-11,2021,Summer,Downstream,03DRSU21.DSH,03DRSU21,DSH,16,8,82.5,5,2021-06-11T18:35:00Z,42.315285,-72.64118500000001,38,7.345,20.65,9.315,90.5,0.46,9.25,151.6
2021-06-11,2021,Summer,Downstream,03DRSU21.DSP,03DRSU21,DSP,8,17.5,84.5,3,2021-06-11T19:55:00Z,42.315475,-72.64104,48,7.36,20.25,9.355,229.5,0.1885,9.2,151.14999999999998
2021-06-11,2021,Summer,Downstream,03DRSU21.DSR,03DRSU21,DSR,17,22.5,72.5,5,2021-06-11T17:35:00Z,42.314989999999995,-72.641145,39,7.395,20.7,9.24,83,0,10.15,154.05
2018-09-17,2018,Fall,Downstream,01DRFA18.DFR,01DRFA18,DFR,14.75,17.5,77.5,5,2018-09-17T17:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,12.4,135
2018-09-17,2018,Fall,Downstream,01DRFA18.DM,01DRFA18,DM,19.5,12.5,77.5,10,2018-09-17T17:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,4.2,135
2018-09-17,2018,Fall,Downstream,01DRFA18.DSH,01DRFA18,DSH,29.5,19.5,79.5,1,2018-09-17T17:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,5.2,136.4
2018-09-17,2018,Fall,Downstream,01DRFA18.DSP,01DRFA18,DSP,12.5,17.5,82.5,0,2018-09-17T17:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,6.3,135.5
2018-09-17,2018,Fall,Downstream,01DRFA18.DSR,01DRFA18,DSR,31,11,82.5,6.5,2018-09-17T17:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,11.9,137.1
2018-09-24,2018,Fall,Upstream,01URFA18.UFR,01URFA18,UFR,33,4,83.5,12.5,2018-09-24T17:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,5.3,117.5
2018-09-24,2018,Fall,Upstream,01URFA18.UM,01URFA18,UM,28.25,30,70,0,2018-09-24T17:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,9.2,118.7
2018-09-24,2018,Fall,Upstream,01URFA18.USH,01URFA18,USH,22,37.5,57.5,5,2018-09-24T17:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,9.6,109.7
2018-09-24,2018,Fall,Upstream,01URFA18.USR,01URFA18,USR,27.75,17.5,82.5,0,2018-09-24T17:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,9.6,117.8
2018-09-24,2018,Fall,Upstream,01URFA18.USU,01URFA18,USU,29.25,19.5,77.5,3,2018-09-24T17:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,2.5,109.2
2018-09-25,2018,Fall,Downstream,02DRFA18.DFR,02DRFA18,DFR,23,14,82.5,3.5,2018-09-25T12:30:00Z,NA,NA,NA,7.73,NA,NA,NA,NA,7.7,120.3
2018-09-25,2018,Fall,Downstream,02DRFA18.DM,02DRFA18,DM,37,4,96,0,2018-09-25T12:30:00Z,NA,NA,NA,7.68,NA,NA,NA,NA,9.9,119
2018-09-25,2018,Fall,Downstream,02DRFA18.DSH,02DRFA18,DSH,25.5,22.5,75,2.5,2018-09-25T12:30:00Z,NA,NA,NA,7.58,NA,NA,NA,NA,10.5,119.9
2018-09-25,2018,Fall,Downstream,02DRFA18.DSP,02DRFA18,DSP,17.5,5,95,0,2018-09-25T12:30:00Z,NA,NA,NA,7.42,NA,NA,NA,NA,4.3,123.5
2018-09-25,2018,Fall,Downstream,02DRFA18.DSR,02DRFA18,DSR,23.5,2.5,77.5,20,2018-09-25T12:30:00Z,NA,NA,NA,7.66,NA,NA,NA,NA,7.8,120.4
2018-10-02,2018,Fall,Upstream,02URFA18.UFR,02URFA18,UFR,18.5,5.5,94,0.5,2018-10-02T17:45:00Z,NA,NA,NA,7.49,NA,NA,NA,NA,11.7,101.3
2018-10-02,2018,Fall,Upstream,02URFA18.UM,02URFA18,UM,43.5,27.5,65,7.5,2018-10-02T17:45:00Z,NA,NA,NA,7.39,NA,NA,NA,NA,11.6,97.1
2018-10-02,2018,Fall,Upstream,02URFA18.USH,02URFA18,USH,32,2.5,97.5,0,2018-10-02T17:45:00Z,NA,NA,NA,7.54,NA,NA,NA,NA,9.8,93.2
2019-10-03,2019,Fall,Upstream,03URFA19.UFR,03URFA19,UFR,26,15,80,5,2019-10-03T17:55:00Z,NA,NA,NA,7.98,NA,NA,NA,NA,9.933333333333334,218.1
2020-09-25,2020,Fall,Upstream,02URFA20.UFR,02URFA20,UFR,32.5,35,60,5,2020-09-25T17:11:00Z,42.31945116,-72.65461105,68.93076901500001,8.135000000000002,15.4,11.813698865,24.64108351,1e-4,7.4,214.5
2020-09-27,2020,Fall,Upstream,03URFA20.UFR,03URFA20,UFR,27,27.5,67.5,5,2020-09-27T15:35:00Z,42.31929449,-72.654642615,77.936584845,7.77,17.05,10.88946183,46.44526992,0,18.4,221.15
2021-09-22,2021,Fall,Upstream,01URFA21.UFR,01URFA21,UFR,39.65,12.5,87.5,0,2021-09-22T18:30:00Z,NA,NA,NA,7.8,18.3,10.37,40,0.006,10.5,141.5
2021-09-22,2021,Fall,Upstream,01URFA21.UM,01URFA21,UM,27.5,17.5,77.5,5,2021-09-22T18:20:00Z,NA,NA,NA,7.83,18.5,10.38,112,0.279,5.1,148.8
2021-09-22,2021,Fall,Upstream,01URFA21.USH,01URFA21,USH,21.5,25,72,3,2021-09-22T19:03:00Z,NA,NA,NA,7.72,19.6,9.65,32,0.695,4.6,128.1
2021-09-22,2021,Fall,Upstream,01URFA21.USR,01URFA21,USR,22.75,20,77,3,2021-09-22T18:26:00Z,NA,NA,NA,7.79,18.9,10.31,94,0.005,9.5,143.6
2021-09-22,2021,Fall,Upstream,01URFA21.USU,01URFA21,USU,25.5,15,75,10,2021-09-22T19:00:00Z,NA,NA,NA,7.77,19.6,9.99,132,0.217,2.9,126.9
2021-09-23,2021,Fall,Downstream,01DRFA21.DFR,01DRFA21,DFR,12.5,25,72,3,2021-09-23T18:10:00Z,NA,NA,NA,7.42,20.8,9.6,50,NA,7.5,140.4
2021-09-23,2021,Fall,Downstream,01DRFA21.DM,01DRFA21,DM,18.5,12.5,82.5,5,2021-09-23T18:16:00Z,NA,NA,NA,7.43,20.3,9.67,192,NA,2.9,140.1
2021-09-23,2021,Fall,Downstream,01DRFA21.DSH,01DRFA21,DSH,30,23,75,2,2021-09-23T18:20:00Z,NA,NA,NA,7.44,20.3,9.76,54,NA,6.2,141
2021-09-23,2021,Fall,Downstream,01DRFA21.DSP,01DRFA21,DSP,14,10,90,0,2021-09-23T18:26:00Z,NA,NA,NA,7.4,20.1,9.64,235,0.126,NA,NA
2021-09-23,2021,Fall,Downstream,01DRFA21.DSR,01DRFA21,DSR,24,15,80,5,2021-09-23T18:00:00Z,NA,NA,NA,7.46,20.5,9.73,53,NA,8.7,144.9
2021-09-28,2021,Fall,Downstream,02DRFA21.DFR,02DRFA21,DFR,15,10,85,5,2021-09-28T17:55:00Z,NA,NA,NA,7.32,16.9,NA,NA,NA,8.3,134.3
2021-09-28,2021,Fall,Downstream,02DRFA21.DM,02DRFA21,DM,28.5,5,95,0,2021-09-28T18:10:00Z,NA,NA,NA,7.28,16.4,NA,NA,NA,8.1,126.2
2021-09-28,2021,Fall,Downstream,02DRFA21.DSH,02DRFA21,DSH,30,5,90,5,2021-09-28T18:00:00Z,NA,NA,NA,7.28,16.4,NA,NA,NA,7.9,132.2
2021-09-28,2021,Fall,Downstream,02DRFA21.DSP,02DRFA21,DSP,10,15,80,5,2021-09-28T18:05:00Z,NA,NA,NA,7.29,16.2,NA,NA,NA,7.4,132.1
2021-09-28,2021,Fall,Downstream,02DRFA21.DSR,02DRFA21,DSR,39,55,44,1,2021-09-28T18:15:00Z,NA,NA,NA,7.29,16.4,NA,NA,NA,7.5,132
2021-09-29,2021,Fall,Downstream,03DRFA21.DFR,03DRFA21,DFR,18,5,90,5,2021-09-29T18:05:00Z,NA,NA,NA,7.38,15.8,10.47,55,0.489,8.6,131.3
2021-09-29,2021,Fall,Downstream,03DRFA21.DM,03DRFA21,DM,27,10,90,0,2021-09-29T17:58:00Z,NA,NA,NA,7.38,15.5,10.61,593,0.334,5,131
2021-09-29,2021,Fall,Downstream,03DRFA21.DSH,03DRFA21,DSH,20,10,85,5,2021-09-29T18:13:00Z,NA,NA,NA,7.43,16.1,10.72,36,0.025,12.9,136.1
2021-09-29,2021,Fall,Downstream,03DRFA21.DSP,03DRFA21,DSP,19.5,40,60,0,2021-09-29T18:20:00Z,NA,NA,NA,7.38,15.1,10.56,73,0.204,5.9,131.1
2021-09-29,2021,Fall,Downstream,03DRFA21.DSR,03DRFA21,DSR,21,10,80,10,2021-09-29T17:50:00Z,NA,NA,NA,7.43,16.2,10.61,42,0.004,21.1,135.9
2021-09-30,2021,Fall,Upstream,02URFA21.UFR,02URFA21,UFR,32.25,5.5,94,0.5,2021-09-30T18:11:00Z,42.31925,-72.65462,40,7.68,14.2,11.26,44,0.08,7.3,136.4
2021-09-30,2021,Fall,Upstream,02URFA21.UM,02URFA21,UM,21.5,22.5,62.5,15,2021-09-30T17:52:00Z,42.31932,-72.6548,65,7.72,14.6,11.27,125,0.256,7.6,133.2
2021-09-30,2021,Fall,Upstream,02URFA21.USH,02URFA21,USH,26.75,22.5,74,3.5,2021-09-30T18:40:00Z,42.32044,-72.6537,75,7.7,14.2,11.21,17,0.155,7.8,123.8
2021-09-30,2021,Fall,Upstream,02URFA21.USR,02URFA21,USR,17.5,10,89,1,2021-09-30T18:03:00Z,42.31927,-72.65476,66,7.65,14.3,11.23,82,0.039,6.9,135.6
2021-09-30,2021,Fall,Upstream,02URFA21.USU,02URFA21,USU,25.25,15,79.5,5.5,2021-09-30T18:50:00Z,42.32044,-72.65373,101,7.69,14,11.22,69,0.09,6,124
